,acc_date,acc_id_seed_donor_number,acc_id_seq_num,collection_number,cultural_type,donor_country,fao_in_trust,multilateral_system,pedigree,previous_name,source_country,special_traits,species_name,status,strain_id,variety_name
0,9/7/1989,TOS5262,1,IB 48,,NIGERIA,Yes,Yes,,,LIBERIA,,O. sativa,Landrace/Traditional cultivar,80006,
1,9/7/1989,TOS5223,1,IB 7,,NIGERIA,Yes,Yes,,,LIBERIA,,O. sativa,Landrace/Traditional cultivar,80018,
2,7/27/1990,MRT 196,1,,,UNITED KINGDOM,Yes,Yes,,,MAURITANIA,,O. sativa,,79800,
3,9/7/1989,TOS5278,1,IB 64,,NIGERIA,Yes,Yes,,,IVORY COAST,,O. sativa,Landrace/Traditional cultivar,80017,
4,9/7/1989,TOS5222,1,IB 6,,NIGERIA,Yes,Yes,,,LIBERIA,,O. sativa,Landrace/Traditional cultivar,80015,
5,9/7/1989,TOS5273,1,IB 59,,NIGERIA,Yes,Yes,,,IVORY COAST,,O. sativa,Landrace/Traditional cultivar,80014,
6,9/7/1989,TOS5270,1,IB 56,,NIGERIA,Yes,Yes,,,IVORY COAST,,O. sativa,Landrace/Traditional cultivar,80013,
7,6/6/1991,LAOS ACC. 0042,1,,Upland,LAOS,Yes,Yes,THOUA/HOM,,LAOS,Glutinous,O. sativa,Released/Improved/advanced cultivar,80307,
8,9/7/1989,TOS5269,1,IB 55,,NIGERIA,Yes,Yes,,,IVORY COAST,,O. sativa,Landrace/Traditional cultivar,80012,
9,9/7/1989,TOS5268,1,IB 54,,NIGERIA,Yes,Yes,,,IVORY COAST,,O. sativa,Landrace/Traditional cultivar,80011,
10,9/7/1989,TOS5267,1,IB 53,,NIGERIA,Yes,Yes,,,IVORY COAST,,O. sativa,Landrace/Traditional cultivar,80010,
11,9/7/1989,TOS9791,1,,,NIGERIA,Yes,Yes,,,UNKNOWN,,O. sativa,,80138,
12,9/7/1989,TOS5221,1,IB 5,,NIGERIA,Yes,Yes,,,LIBERIA,,O. sativa,Landrace/Traditional cultivar,80007,
13,6/6/1991,LAOS ACC. 0166,1,,Upland,LAOS,Yes,Yes,SALI/SAME DEUAN,,LAOS,Glutinous,O. sativa,Released/Improved/advanced cultivar,80301,
14,9/7/1989,TOS5258,1,IB 43,,NIGERIA,Yes,Yes,,,SIERRA LEONE,,O. sativa,Landrace/Traditional cultivar,80005,
15,9/7/1989,TOS5245,1,IB 30,,NIGERIA,Yes,Yes,,,IVORY COAST,,O. sativa,Landrace/Traditional cultivar,80003,
16,9/7/1989,TOS5239,1,IB 22,,NIGERIA,Yes,Yes,,,LIBERIA,,O. sativa,Landrace/Traditional cultivar,80002,
17,9/7/1989,TOS5238,1,IB 21,,NIGERIA,Yes,Yes,,,LIBERIA,,O. sativa,Landrace/Traditional cultivar,80001,
18,9/7/1989,TOS5218,1,IB 2,,NIGERIA,Yes,Yes,,,LIBERIA,,O. sativa,Landrace/Traditional cultivar,80000,
19,9/7/1989,TOS5234,1,IB 17,,NIGERIA,Yes,Yes,,,LIBERIA,,O. sativa,Landrace/Traditional cultivar,79999,
20,9/7/1989,TOS5217,1,IB 1,,NIGERIA,Yes,Yes,,,LIBERIA,,O. sativa,Landrace/Traditional cultivar,79998,
21,6/6/1991,LAOS ACC. 0034,1,,Upland,LAOS,Yes,Yes,KHAO/NGO,,LAOS,Glutinous,O. sativa,Released/Improved/advanced cultivar,80280,
22,9/7/1989,TOS9719,1,,,NIGERIA,Yes,Yes,43 KHAO LO/IR8,,UNKNOWN,,O. sativa,Breeding and inbred line,79838,
23,9/7/1989,TOS7086,1,A X BG7.3,,NIGERIA,Yes,Yes,A/BG7.3,,SIERRA LEONE,,O. sativa,Landrace/Traditional cultivar,79840,
24,9/7/1989,TOS5264,1,IB 50,,NIGERIA,Yes,Yes,,,IVORY COAST,,O. sativa,Landrace/Traditional cultivar,80008,
25,6/6/1991,LAOS ACC. 0013,1,,Upland,LAOS,Yes,Yes,DENG/BLED,,LAOS,Glutinous,O. sativa,Released/Improved/advanced cultivar,78778,
26,9/7/1989,TOS9796,1,,,NIGERIA,Yes,Yes,,,UNKNOWN,,O. sativa,,80143,
27,1/2/1989,AC 941,1,,,SRI LANKA,Yes,Yes,LOCAL 2 1/2,,SRI LANKA,,O. sativa,Landrace/Traditional cultivar,78162,
28,6/6/1991,LAOS ACC. 0036,1,,Upland,LAOS,Yes,Yes,NQO PAN TALAB/DENG,,LAOS,Glutinous,O. sativa,Released/Improved/advanced cultivar,80294,
29,9/7/1989,TOS9795,1,,,NIGERIA,Yes,Yes,,,UNKNOWN,,O. sativa,,80142,
30,1/10/1989,CMR 86-027,1,C101,,UNITED KINGDOM,Yes,Yes,,,CAMEROON,,O. sativa,,78290,
31,12/26/1988,G.S. 18257,1,086/88/TNE39; SSK-88-507,,THAILAND,Yes,Yes,,,THAILAND,,O. sativa,Landrace/Traditional cultivar,78235,
32,9/7/1989,TOS9792,1,,,NIGERIA,Yes,Yes,,,UNKNOWN,,O. sativa,,80139,
33,9/7/1989,TOS5272,1,IB 58,,NIGERIA,Yes,Yes,,,IVORY COAST,,O. sativa,Landrace/Traditional cultivar,78670,
34,9/7/1989,TOS9794,1,,,NIGERIA,Yes,Yes,,,UNKNOWN,,O. sativa,,80141,
35,6/6/1991,LAOS ACC. 0041,1,,Upland,LAOS,Yes,Yes,DENG/DOU,,LAOS,Glutinous,O. sativa,Released/Improved/advanced cultivar,80254,
36,6/6/1991,LAOS ACC. 0010,1,,Upland,LAOS,Yes,Yes,JAO LAO SOUNG/KHOD,,LAOS,,O. sativa,Released/Improved/advanced cultivar,78800,
37,6/6/1991,LAOS ACC. 0122,1,,Upland,LAOS,Yes,Yes,JAO MAD/JAO NOI,,LAOS,,O. sativa,Released/Improved/advanced cultivar,78802,
38,9/7/1989,TOS5274,1,IB 60,,NIGERIA,Yes,Yes,,,IVORY COAST,,O. sativa,Landrace/Traditional cultivar,80016,
39,8/22/1991,ACC. 0341,1,,Rainfed-lowland,LAOS,Yes,Yes,I NGONG/I LAK,,LAOS,,O. sativa,,78858,
40,9/7/1989,TOS9793,1,,,NIGERIA,Yes,Yes,,,UNKNOWN,,O. sativa,,80140,
41,9/7/1989,TOS9821,1,,,NIGERIA,Yes,Yes,,,UNKNOWN,,O. sativa,,80144,
42,4/18/1984,,,,,CHINA,Yes,Yes,CHAO YANG ZAO 21/QING NONG,,CHINA,,O. sativa,Released/Improved/advanced cultivar,71982,
43,12/5/1985,CNPAF ACC. 790100,1,,,BRAZIL,Yes,Yes,S/NOME,,BRAZIL,,O. sativa,Landrace/Traditional cultivar,73023,
44,12/5/1985,CENARGEN ACC. 043346,2,,,BRAZIL,Yes,Yes,S/NOME,,BRAZIL,,O. sativa,Landrace/Traditional cultivar,73023,
45,4/18/1984,,,,,CHINA,Yes,Yes,QING NONG AI/QING SI AI,,CHINA,,O. sativa,Released/Improved/advanced cultivar,72268,
46,4/18/1984,,,,,CHINA,Yes,Yes,ZHAI YE QING 8/IR24,,CHINA,,O. sativa,Released/Improved/advanced cultivar,72433,
47,11/12/1984,PI 177222,1,,,UNITED STATES,Yes,Yes,,,TURKEY,,O. sativa,Landrace/Traditional cultivar,74460,
48,4/18/1984,,,,,CHINA,Yes,Yes,GANG ZHI SHAN/LU CAI,,CHINA,,O. sativa,Released/Improved/advanced cultivar,72056,
49,4/18/1984,,,,,CHINA,Yes,Yes,CHAO YANG ZAO 20/IR661,,CHINA,,O. sativa,Released/Improved/advanced cultivar,71981,
50,2/8/1984,,,,,TAIWAN,Yes,Yes,SML 66H 10/16,,SURINAME,,O. sativa,,71886,
51,4/18/1984,,,,,CHINA,Yes,Yes,IR 22/MIN XIAN,,CHINA,,O. sativa,Released/Improved/advanced cultivar,72149,
52,11/12/1984,CI 12099,1,,Upland,UNITED STATES,Yes,Yes,,,PHILIPPINES,,O. sativa,Breeding and inbred line,74451,
53,11/12/1984,CI 12518,1,,,UNITED STATES,Yes,Yes,,,UNKNOWN,,O. sativa,Breeding and inbred line,74452,
54,11/12/1984,PI 167920,1,,,UNITED STATES,Yes,Yes,,,TURKEY,,O. sativa,Landrace/Traditional cultivar,74458,
55,11/12/1984,PI 173603,1,,,UNITED STATES,Yes,Yes,,,TURKEY,,O. sativa,Landrace/Traditional cultivar,74459,
56,4/18/1984,,,,,CHINA,Yes,Yes,IR 26/ZHAI YE QING 8,,CHINA,,O. sativa,Released/Improved/advanced cultivar,72151,
57,11/12/1984,PI 275443,1,,,UNITED STATES,Yes,Yes,V 266 BALILLA/R. BERS,,ITALY,,O. sativa,Breeding and inbred line,74461,
58,4/18/1984,,,,,CHINA,Yes,Yes,IR 22/ZHEN ZHU AI 11,,CHINA,,O. sativa,Released/Improved/advanced cultivar,72150,
59,4/18/1984,,,,,CHINA,Yes,Yes,GUANG CHANG AI QING 8/ZAI YE,,CHINA,,O. sativa,Released/Improved/advanced cultivar,72064,
60,9/22/1994,9000601,1,,,JAPAN,Yes,Yes,SY/NEPAL/IBPGR/1986/I-248,,NEPAL,,O. sativa,,83708,
61,3/27/1992,1800925,1,GMN 123,,SINGAPORE,Yes,Yes,,,ZAIRE,,O. sativa,Landrace/Traditional cultivar,84067,
62,7/27/1990,TCD 28,1,,,UNITED KINGDOM,Yes,Yes,,,CHAD,,O. longistaminata,,83801,
63,8/23/1990,PACKET NO. 11,1,,,NIGERIA,Yes,Yes,,,NIGERIA,,O. punctata,,83802,
64,1/8/1991,,,VN90-W43,,VIETNAM,Yes,Yes,,,VIETNAM,,O. officinalis,,83815,
65,1/8/1991,,,VN90-W44,,VIETNAM,Yes,Yes,,,VIETNAM,,O. officinalis,,83816,
66,1/8/1991,,,VN90-W16,,VIETNAM,Yes,Yes,,,VIETNAM,,O. rufipogon,,83817,
67,1/8/1991,,,VN90-W21,,VIETNAM,Yes,Yes,,,VIETNAM,,O. rufipogon,,83818,
68,1/8/1991,,,VN90-W28,,VIETNAM,Yes,Yes,,,VIETNAM,,O. rufipogon,,83819,
69,1/8/1991,,,VN90-W3,,VIETNAM,Yes,Yes,,,VIETNAM,,O. rufipogon,,83820,
70,7/27/1990,TCD 138,1,,,UNITED KINGDOM,Yes,Yes,,,CHAD,,O. barthii,,83799,
71,1/8/1991,,,VN90-W32,,VIETNAM,Yes,Yes,,,VIETNAM,,O. rufipogon,,83822,
72,9/22/1994,8800314,1,,,JAPAN,Yes,Yes,TN/NEPAL/IBPGR/85/837,,NEPAL,,O. sativa,,83768,
73,9/22/1994,9000616,1,,,JAPAN,Yes,Yes,SY/NEPAL/IBPGR/1986/I-301B,,NEPAL,,O. sativa,,83709,
74,9/22/1994,9000716,1,,,JAPAN,Yes,Yes,SY/NEPAL/IBPGR/1986/IV-122,,NEPAL,,O. sativa,,83710,
75,1/8/1991,,,VN90-W41,,VIETNAM,Yes,Yes,,,VIETNAM,,O. rufipogon,,83823,
76,1/8/1991,,,VN90-W6,,VIETNAM,Yes,Yes,,,VIETNAM,,O. rufipogon,,83824,
77,9/22/1994,8900158-2,1,,,JAPAN,Yes,Yes,TN/NEPAL/IBPGR/85/6204,,NEPAL,,O. sativa,,83767,
78,3/24/1992,032,1,,,COSTA RICA,Yes,Yes,,,MALI,,O. longistaminata,,83826,
79,9/22/1994,8900158-1,1,,,JAPAN,Yes,Yes,TN/NEPAL/IBPGR/85/6204,,NEPAL,,O. sativa,,83766,
80,9/18/1992,,,769,,PHILIPPINES,Yes,Yes,,,PHILIPPINES,,O. sativa,Landrace/Traditional cultivar,84144,
81,9/19/1989,TOS5955,1,,,LIBERIA,Yes,Yes,,,NIGERIA,,O. sativa,,83846,
82,1/8/1991,,,VN90-W31,,VIETNAM,Yes,Yes,,,VIETNAM,,O. rufipogon,,83821,
83,9/22/1994,9000542,1,,,JAPAN,Yes,Yes,MN/NEPAL/IBPGR/1984/U-2431,,NEPAL,,O. sativa,,83584,
84,10/19/1990,,,,,FRANCE,Yes,Yes,,,AUSTRALIA,,Potamophila parviflora,,85424,
85,10/19/1990,,,,,FRANCE,Yes,Yes,,,ARGENTINA,,Zizaniopsis villanensis,,85425,
86,3/7/1996,LG-805,1,LR-4648,Rainfed-lowland,LAOS,Yes,Yes,,,LAOS,,O. sativa,Landrace/Traditional cultivar,84818,
87,3/7/1996,LG-1571,1,LR-7304,Rainfed-lowland,LAOS,Yes,Yes,,,LAOS,,O. sativa,Landrace/Traditional cultivar,84816,
88,12/12/1995,,,VN-95-051B,,VIETNAM,,,,,VIETNAM,,O. sativa,Landrace/Traditional cultivar,84798,
89,4/17/1996,,,SFB 022-95,,MADAGASCAR,Yes,Yes,,,MADAGASCAR,,O. sativa,,84731,
90,9/22/1994,9000417,1,,,JAPAN,Yes,Yes,MN/NEPAL/IBPGR/1984/I-363,,NEPAL,,O. sativa,,83581,
91,9/22/1994,00077151,2,,,JAPAN,Yes,Yes,MN/NEPAL/IBPGR/1984/I-363,,NEPAL,,O. sativa,,83581,
92,9/22/1994,9000444,1,,,JAPAN,Yes,Yes,MN/NEPAL/IBPGR/1984/I-853,,NEPAL,,O. sativa,,83582,
93,7/27/1990,TCD 160,1,,,UNITED KINGDOM,Yes,Yes,,,CHAD,,O. longistaminata,,83800,
94,9/22/1994,9000492,1,,,JAPAN,Yes,Yes,MN/NEPAL/IBPGR/1984/U-2105,,NEPAL,,O. sativa,,83583,
95,9/22/1994,00080221,2,,,JAPAN,Yes,Yes,TN/NEPAL/IBPGR/85/363,,NEPAL,,O. sativa,,83789,
96,9/22/1994,9000557,1,,,JAPAN,Yes,Yes,MN/NEPAL/IBPGR/1984/U-2464,,NEPAL,,O. sativa,,83585,
97,9/22/1994,9000410,1,,,JAPAN,Yes,Yes,,,NEPAL,,O. sativa,,83771,
98,9/22/1994,00059618,2,,,JAPAN,Yes,Yes,TN/NEPAL/IBPGR/85/837,,NEPAL,,O. sativa,,83768,
99,9/22/1994,8800202,1,,,JAPAN,Yes,Yes,TN/NEPAL/IBPGR/85/363,,NEPAL,,O. sativa,,83789,
100,9/22/1994,8800318,1,,,JAPAN,Yes,Yes,TN/NEPAL/IBPGR/85/840,,NEPAL,,O. sativa,,83790,
101,9/22/1994,00059621,2,,,JAPAN,Yes,Yes,TN/NEPAL/IBPGR/85/840,,NEPAL,,O. sativa,,83790,
102,12/26/1988,G.S. 18252,1,086/88/TNE34; SRN-88-502,,THAILAND,Yes,Yes,,,THAILAND,,O. rufipogon,,83794,
103,1/8/1990,,,MV89-102,,INDIA,Yes,Yes,,,INDIA,,O. rufipogon,,83795,
104,1/8/1990,,,MV89-112,,INDIA,Yes,Yes,,,INDIA,,O. rufipogon,,83796,
105,9/22/1994,00077154,2,,,JAPAN,Yes,Yes,MN/NEPAL/IBPGR/1984/I-853,,NEPAL,,O. sativa,,83582,
106,9/22/1994,8800213,1,,,JAPAN,Yes,Yes,TN/NEPAL/IBPGR/85/432,,NEPAL,,O. sativa,,83757,
107,9/22/1994,9000559,1,,,JAPAN,Yes,Yes,MN/NEPAL/IBPGR/1984/U-2465,,NEPAL,,O. sativa,,83586,
108,6/6/1991,LAOS ACC. 0208,1,,Upland,LAOS,Yes,Yes,NGEUN/SIO,,LAOS,Glutinous,O. sativa,Landrace/Traditional cultivar,83987,
109,9/22/1994,00059597,2,,,JAPAN,Yes,Yes,TN/NEPAL/IBPGR/85/449,,NEPAL,,O. sativa,,83762,
110,9/22/1994,8800222,1,,,JAPAN,Yes,Yes,TN/NEPAL/IBPGR/85/449,,NEPAL,,O. sativa,,83762,
111,9/22/1994,00080230,2,,,JAPAN,Yes,Yes,TN/NEPAL/IBPGR/85/448,,NEPAL,,O. sativa,,83761,
112,9/22/1994,00080218,2,,,JAPAN,Yes,Yes,TN/NEPAL/IBPGR/85/358,,NEPAL,,O. sativa,,83754,
113,9/22/1994,8800196,1,,,JAPAN,Yes,Yes,TN/NEPAL/IBPGR/85/358,,NEPAL,,O. sativa,,83754,
114,4/5/1991,CARDI 1282,1,,Rainfed-lowland,KAMPUCHEA,Yes,Yes,POPEY ANGKOR SAR/POPEY ANGKOR KRAHAM,,KAMPUCHEA,,O. sativa,Landrace/Traditional cultivar,83935,
115,9/22/1994,00059593,2,,,JAPAN,Yes,Yes,TN/NEPAL/IBPGR/85/373,,NEPAL,,O. sativa,,83756,
116,9/22/1994,8800223,1,,,JAPAN,Yes,Yes,TN/NEPAL/IBPGR/85/450,,NEPAL,,O. sativa,,83763,
117,9/22/1994,00080226,2,,,JAPAN,Yes,Yes,TN/NEPAL/IBPGR/85/432,,NEPAL,,O. sativa,,83757,
118,9/22/1994,00080219,2,,,JAPAN,Yes,Yes,TN/NEPAL/IBPGR/85/361,,NEPAL,,O. sativa,,83755,
119,9/22/1994,8800214,1,,,JAPAN,Yes,Yes,TN/NEPAL/IBPGR/85/433,,NEPAL,,O. sativa,,83758,
120,9/22/1994,00059594,2,,,JAPAN,Yes,Yes,TN/NEPAL/IBPGR/85/433,,NEPAL,,O. sativa,,83758,
121,9/22/1994,00059595,2,,,JAPAN,Yes,Yes,TN/NEPAL/IBPGR/85/436,,NEPAL,,O. sativa,,83759,
122,9/22/1994,8800226,1,,,JAPAN,Yes,Yes,TN/NEPAL/IBPGR/85/453,,NEPAL,,O. sativa,,83764,
123,9/22/1994,8800221,1,,,JAPAN,Yes,Yes,TN/NEPAL/IBPGR/85/448,,NEPAL,,O. sativa,,83761,
124,9/22/1994,00080232,2,,,JAPAN,Yes,Yes,TN/NEPAL/IBPGR/85/453,,NEPAL,,O. sativa,,83764,
125,9/22/1994,00059596,2,,,JAPAN,Yes,Yes,TN/NEPAL/IBPGR/85/439,,NEPAL,,O. sativa,,83760,
126,9/22/1994,8800219,1,,,JAPAN,Yes,Yes,TN/NEPAL/IBPGR/85/439,,NEPAL,,O. sativa,,83760,
127,9/22/1994,8800218,1,,,JAPAN,Yes,Yes,TN/NEPAL/IBPGR/85/436,,NEPAL,,O. sativa,,83759,
128,9/22/1994,8800206,1,,,JAPAN,Yes,Yes,TN/NEPAL/IBPGR/85/373,,NEPAL,,O. sativa,,83756,
129,9/22/1994,8800200,1,,,JAPAN,Yes,Yes,TN/NEPAL/IBPGR/85/361,,NEPAL,,O. sativa,,83755,
130,9/22/1994,8800247,1,,,JAPAN,Yes,Yes,TN/NEPAL/IBPGR/85/507,,NEPAL,,O. sativa,,83765,
131,9/22/1994,00080249,2,,,JAPAN,Yes,Yes,TN/NEPAL/IBPGR/85/507,,NEPAL,,O. sativa,,83765,
132,9/22/1994,00059598,2,,,JAPAN,Yes,Yes,TN/NEPAL/IBPGR/85/450,,NEPAL,,O. sativa,,83763,
133,6/2/2010,DPRK 036S 1302,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119322,
134,6/2/2010,DPRK 036S 1221,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119313,
135,6/2/2010,DPRK 036S 1222,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119314,
136,6/2/2010,DPRK 036S 1223,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119315,
137,6/2/2010,DPRK 036S 126,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119316,
138,6/2/2010,DPRK 036S 127,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119317,
139,6/2/2010,DPRK 036S 1270,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119318,
140,6/2/2010,DPRK 036S 128,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119319,
141,6/2/2010,DPRK 036S 11692,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119207,
142,6/2/2010,DPRK 036S 1301,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119321,
143,6/2/2010,DPRK 036S 1217,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119310,
144,6/2/2010,DPRK 036S 131,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119323,
145,6/2/2010,DPRK 036S 1313,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119324,
146,6/2/2010,DPRK 036S 1319,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119325,
147,6/2/2010,DPRK 036S 132,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119326,
148,6/2/2010,DPRK 036S 1320,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119327,
149,6/2/2010,DPRK 036S 1321,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119328,
150,6/2/2010,DPRK 036S 1327,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119329,
151,6/2/2010,DPRK 036S 133,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119330,
152,6/2/2010,DPRK 036S 1299,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119320,
153,6/2/2010,DPRK 036S 11815,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119302,
154,6/2/2010,DPRK 036S 11805,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119292,
155,6/2/2010,DPRK 036S 11806,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119293,
156,6/2/2010,DPRK 036S 11807,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119294,
157,6/2/2010,DPRK 036S 11808,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119295,
158,6/2/2010,DPRK 036S 11809,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119296,
159,6/2/2010,DPRK 036S 11810,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119297,
160,6/2/2010,DPRK 036S 11811,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119298,
161,6/2/2010,DPRK 036S 11812,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119299,
162,6/2/2010,DPRK 036S 1219,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119312,
163,6/2/2010,DPRK 036S 11814,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119301,
164,6/2/2010,DPRK 036S 1218,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119311,
165,6/2/2010,DPRK 036S 11816,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119303,
166,6/2/2010,DPRK 036S 11817,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119304,
167,6/2/2010,DPRK 036S 11818,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119305,
168,6/2/2010,DPRK 036S 11819,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119306,
169,6/2/2010,DPRK 036S 11914,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119307,
170,6/2/2010,DPRK 036S 1214,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119308,
171,6/2/2010,DPRK 036S 1216,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119309,
172,6/2/2010,DPRK 036S 1443,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119333,
173,6/2/2010,DPRK 036S 11813,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119300,
174,6/2/2010,DPRK 036S 244,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119364,
175,6/2/2010,DPRK 036S 1336,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119331,
176,6/2/2010,DPRK 036S 2366,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119355,
177,6/2/2010,DPRK 036S 2367,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119356,
178,6/2/2010,DPRK 036S 2368,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119357,
179,6/2/2010,DPRK 036S 2369,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119358,
180,6/2/2010,DPRK 036S 2377,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119359,
181,6/2/2010,DPRK 036S 2380,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119360,
182,6/2/2010,DPRK 036S 2381,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119361,
183,6/2/2010,DPRK 036S 233,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119353,
184,6/2/2010,DPRK 036S 24,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119363,
185,6/2/2010,DPRK 036S 216,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119352,
186,6/2/2010,DPRK 036S 248,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119365,
187,6/2/2010,DPRK 036S 249,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119366,
188,6/2/2010,DPRK 036S 257,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119367,
189,6/2/2010,DPRK 036S 26,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119368,
190,6/2/2010,DPRK 036S 263,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119369,
191,6/2/2010,DPRK 036S 264,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119370,
192,6/2/2010,DPRK 036S 265,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119371,
193,6/2/2010,DPRK 036S 268,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119372,
194,6/2/2010,DPRK 036S 2384,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119362,
195,6/2/2010,DPRK 036S 1706,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119343,
196,6/2/2010,DPRK 036S 11800,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119289,
197,6/2/2010,DPRK 036S 148,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119334,
198,6/2/2010,DPRK 036S 1608,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119335,
199,6/2/2010,DPRK 036S 1664,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119336,
200,6/2/2010,DPRK 036S 1665,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119337,
201,6/2/2010,DPRK 036S 1667,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119338,
202,6/2/2010,DPRK 036S 1668,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119339,
203,6/2/2010,DPRK 036S 1669,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119340,
204,6/2/2010,DPRK 036S 234,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119354,
205,6/2/2010,DPRK 036S 1705,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119342,
206,6/2/2010,DPRK 036S 135,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119332,
207,6/2/2010,DPRK 036S 1709,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119344,
208,6/2/2010,DPRK 036S 1710,1,,,NORTH KOREA,,Yes,,,NORTH KOREA,,O. sativa,,119345,
