,DNA_UNIQUE_ID,Variety Group (Tree)1,days_to_mat,source_country,rice_blast,fast,stdardized_mat,z_score
564,IRIS 313-11540,Indica,128.0,GUINEA,Susceptible,False,-0.163838548235,-0.161444831115
565,IRIS 313-8681,Indica,178.0,GUINEA,,False,1.91006712562,1.8876491917
566,IRIS 313-11716,Indica,143.0,GUINEA,,False,0.458333153923,0.453283375729
567,IRIS 313-11723,Indica,160.0,GUINEA,Susceptible,False,1.16346108303,1.14997534349
568,IRIS 313-11724,Temperate japonica,178.0,GUINEA,Susceptible,False,1.91006712562,1.8876491917
569,IRIS 313-8769,Tropical japonica,134.0,GUINEA,Susceptible,False,0.0850301326282,0.0844464516228
570,IRIS 313-9986,Indica,182.0,GUINEA-BISSAU,Susceptible,False,2.07597957953,2.05157671352
571,IRIS 313-11525,Tropical japonica,131.0,GUINEA-BISSAU,,False,-0.0394042078033,-0.038499189746
572,IRIS 313-8687,Tropical japonica,126.0,GUINEA-BISSAU,,False,-0.246794775189,-0.243408592027
573,IRIS 313-10541,Tropical japonica,113.0,GUINEA-BISSAU,,False,-0.786010250392,-0.776173037959
574,IRIS 313-11714,Indica,144.0,GUYANA,,False,0.4998112674,0.494265256185
575,IRIS 313-10318,Indica,117.0,GUYANA,,False,-0.620097796484,-0.612245516134
576,IRIS 313-10318,Indica,117.0,GUYANA,,False,-0.620097796484,-0.612245516134
577,IRIS 313-9935,Indica,160.0,GUYANA,Resistant,False,1.16346108303,1.14997534349
578,IRIS 313-8745,Indica,112.0,HAITI,,False,-0.82748836387,-0.817154918415
579,IRIS 313-10614,Indica,131.0,HONG KONG,Moderately resistant,False,-0.0394042078033,-0.038499189746
580,IRIS 313-9814,Intermediate type,118.0,HUNGARY,Moderately resistant,False,-0.578619683007,-0.571263635677
581,IRIS 313-10242,Temperate japonica,97.0,HUNGARY,,True,-1.44966006603,-1.43188312526
582,IRIS 313-10242,Temperate japonica,97.0,HUNGARY,,True,-1.44966006603,-1.43188312526
583,IRIS 313-9813,Temperate japonica,113.0,HUNGARY,Moderately resistant,False,-0.786010250392,-0.776173037959
584,IRIS 313-9811,Tropical japonica,100.0,HUNGARY,,True,-1.3252257256,-1.30893748389
585,IRIS 313-9880,Tropical japonica,102.0,HUNGARY,Susceptible,True,-1.24226949864,-1.22697372298
586,IRIS 313-8498,Aus/boro,160.0,INDIA,Susceptible,False,1.16346108303,1.14997534349
587,IRIS 313-9516,Aus/boro,124.0,INDIA,Susceptible,False,-0.329751002144,-0.32537235294
588,IRIS 313-9641,Aus/boro,106.0,INDIA,Susceptible,True,-1.07635704473,-1.06304620115
589,IRIS 313-11455,Aus/boro,92.0,INDIA,,True,-1.65705063341,-1.63679252754
590,IRIS 313-11480,Aus/boro,125.0,INDIA,,False,-0.288272888666,-0.284390472484
591,IRIS 313-11491,Aus/boro,130.0,INDIA,Susceptible,False,-0.0808823212805,-0.0794810702023
592,IRIS 313-11451,Aus/boro,153.0,INDIA,Resistant,False,0.873114288694,0.863102180292
593,IRIS 313-11449,Aus/boro,155.0,INDIA,Susceptible,False,0.956070515649,0.945065941204
594,IRIS 313-11600,Aus/boro,108.0,INDIA,,False,-0.993400817778,-0.98108244024
595,IRIS 313-11603,Aus/boro,106.0,INDIA,Susceptible,True,-1.07635704473,-1.06304620115
596,IRIS 313-11616,Aus/boro,118.0,INDIA,Susceptible,False,-0.578619683007,-0.571263635677
597,IRIS 313-11456,Aus/boro,114.0,INDIA,,False,-0.744532136915,-0.735191157503
598,IRIS 313-11454,Aus/boro,114.0,INDIA,,False,-0.744532136915,-0.735191157503
599,IRIS 313-9351,Aus/boro,108.0,INDIA,Resistant,False,-0.993400817778,-0.98108244024
600,IRIS 313-11619,Aus/boro,118.0,INDIA,Susceptible,False,-0.578619683007,-0.571263635677
601,IRIS 313-11476,Aus/boro,86.0,INDIA,,True,-1.90591931428,-1.88268381028
602,IRIS 313-11597,Aus/boro,112.0,INDIA,Susceptible,False,-0.82748836387,-0.817154918415
603,IRIS 313-11618,Aus/boro,124.0,INDIA,Resistant,False,-0.329751002144,-0.32537235294
604,IRIS 313-11617,Aus/boro,114.0,INDIA,Susceptible,False,-0.744532136915,-0.735191157503
605,IRIS 313-11602,Aus/boro,106.0,INDIA,Susceptible,True,-1.07635704473,-1.06304620115
606,IRIS 313-11461,Aus/boro,118.0,INDIA,,False,-0.578619683007,-0.571263635677
607,IRIS 313-11453,Aus/boro,118.0,INDIA,,False,-0.578619683007,-0.571263635677
608,IRIS 313-9137,Aus/boro,98.0,INDIA,Susceptible,True,-1.40818195255,-1.3909012448
609,IRIS 313-10854,Aus/boro,100.0,INDIA,Susceptible,True,-1.3252257256,-1.30893748389
610,IRIS 313-10673,Aus/boro,99.0,INDIA,Moderately resistant,True,-1.36670383907,-1.34991936435
611,IRIS 313-10861,Aus/boro,98.0,INDIA,Highly susceptible,True,-1.40818195255,-1.3909012448
612,IRIS 313-10869,Aus/boro,107.0,INDIA,Highly susceptible,True,-1.03487893126,-1.0220643207
613,IRIS 313-10871,Aus/boro,100.0,INDIA,Highly susceptible,True,-1.3252257256,-1.30893748389
614,IRIS 313-10873,Aus/boro,107.0,INDIA,Highly susceptible,True,-1.03487893126,-1.0220643207
615,IRIS 313-8554,Aus/boro,100.0,INDIA,Highly susceptible,True,-1.3252257256,-1.30893748389
616,IRIS 313-10875,Aus/boro,100.0,INDIA,Susceptible,True,-1.3252257256,-1.30893748389
617,IRIS 313-10876,Aus/boro,107.0,INDIA,Highly susceptible,True,-1.03487893126,-1.0220643207
618,IRIS 313-10877,Aus/boro,107.0,INDIA,Highly susceptible,True,-1.03487893126,-1.0220643207
619,IRIS 313-10878,Aus/boro,104.0,INDIA,Highly susceptible,True,-1.15931327169,-1.14500996207
620,IRIS 313-10879,Aus/boro,107.0,INDIA,Highly susceptible,True,-1.03487893126,-1.0220643207
621,IRIS 313-10882,Aus/boro,130.0,INDIA,Susceptible,False,-0.0808823212805,-0.0794810702023
622,IRIS 313-10891,Aus/boro,111.0,INDIA,Susceptible,False,-0.868966477347,-0.858136798871
623,IRIS 313-10892,Aus/boro,100.0,INDIA,Susceptible,True,-1.3252257256,-1.30893748389
624,IRIS 313-10894,Aus/boro,111.0,INDIA,Susceptible,False,-0.868966477347,-0.858136798871
625,IRIS 313-10896,Aus/boro,111.0,INDIA,Susceptible,False,-0.868966477347,-0.858136798871
626,IRIS 313-11298,Aus/boro,113.0,INDIA,Susceptible,False,-0.786010250392,-0.776173037959
627,IRIS 313-11265,Aus/boro,113.0,INDIA,Susceptible,False,-0.786010250392,-0.776173037959
628,IRIS 313-11272,Aus/boro,116.0,INDIA,Susceptible,False,-0.661575909961,-0.65322739659
629,IRIS 313-11274,Aus/boro,113.0,INDIA,Susceptible,False,-0.786010250392,-0.776173037959
630,IRIS 313-11277,Aus/boro,130.0,INDIA,Susceptible,False,-0.0808823212805,-0.0794810702023
631,IRIS 313-10845,Aus/boro,148.0,INDIA,Resistant,False,0.665723721309,0.65819277801
632,IRIS 313-10849,Aus/boro,100.0,INDIA,Moderately resistant,True,-1.3252257256,-1.30893748389
633,IRIS 313-10852,Aus/boro,92.0,INDIA,Moderately resistant,True,-1.65705063341,-1.63679252754
634,IRIS 313-11291,Aus/boro,110.0,INDIA,Susceptible,False,-0.910444590824,-0.899118679328
635,IRIS 313-11348,Aus/boro,110.0,INDIA,Susceptible,False,-0.910444590824,-0.899118679328
636,IRIS 313-11164,Aus/boro,108.0,INDIA,Susceptible,False,-0.993400817778,-0.98108244024
637,IRIS 313-11165,Aus/boro,113.0,INDIA,Susceptible,False,-0.786010250392,-0.776173037959
638,IRIS 313-11166,Aus/boro,97.0,INDIA,Resistant,True,-1.44966006603,-1.43188312526
639,IRIS 313-11917,Aus/boro,113.0,INDIA,,False,-0.786010250392,-0.776173037959
640,IRIS 313-11353,Aus/boro,136.0,INDIA,Resistant,False,0.167986359583,0.166410212535
641,IRIS 313-10534,Aus/boro,100.0,INDIA,Resistant,True,-1.3252257256,-1.30893748389
642,IRIS 313-9610,Aus/boro,122.0,INDIA,,False,-0.412707229098,-0.407336113852
643,IRIS 313-10543,Aus/boro,100.0,INDIA,,True,-1.3252257256,-1.30893748389
644,IRIS 313-9629,Aus/boro,145.0,INDIA,,False,0.541289380877,0.535247136642
645,IRIS 313-11168,Aus/boro,107.0,INDIA,Resistant,True,-1.03487893126,-1.0220643207
646,IRIS 313-11169,Aus/boro,113.0,INDIA,Susceptible,False,-0.786010250392,-0.776173037959
647,IRIS 313-11963,Aus/boro,116.0,INDIA,,False,-0.661575909961,-0.65322739659
648,IRIS 313-11170,Aus/boro,113.0,INDIA,Susceptible,False,-0.786010250392,-0.776173037959
649,IRIS 313-11171,Aus/boro,109.0,INDIA,Susceptible,False,-0.951922704301,-0.940100559784
650,IRIS 313-11232,Aus/boro,98.0,INDIA,Susceptible,True,-1.40818195255,-1.3909012448
651,IRIS 313-11172,Aus/boro,107.0,INDIA,Resistant,True,-1.03487893126,-1.0220643207
652,IRIS 313-11243,Aus/boro,111.0,INDIA,Susceptible,False,-0.868966477347,-0.858136798871
653,IRIS 313-11173,Aus/boro,113.0,INDIA,Susceptible,False,-0.786010250392,-0.776173037959
654,IRIS 313-11371,Aus/boro,112.0,INDIA,Susceptible,False,-0.82748836387,-0.817154918415
655,IRIS 313-8771,Aus/boro,113.0,INDIA,Susceptible,False,-0.786010250392,-0.776173037959
656,IRIS 313-11174,Aus/boro,113.0,INDIA,Resistant,False,-0.786010250392,-0.776173037959
657,IRIS 313-11175,Aus/boro,107.0,INDIA,Susceptible,True,-1.03487893126,-1.0220643207
658,IRIS 313-10608,Aus/boro,127.0,INDIA,,False,-0.205316661712,-0.202426711571
659,IRIS 313-11374,Aus/boro,108.0,INDIA,Susceptible,False,-0.993400817778,-0.98108244024
660,IRIS 313-11606,Basmati/sadri,150.0,INDIA,Susceptible,False,0.748679948263,0.740156538923
661,IRIS 313-11742,Basmati/sadri,102.0,INDIA,Susceptible,True,-1.24226949864,-1.22697372298
662,IRIS 313-10670,Basmati/sadri,141.0,INDIA,Susceptible,False,0.375376926968,0.371319614817
663,IRIS 313-8813,Basmati/sadri,121.0,INDIA,Susceptible,False,-0.454185342575,-0.448317994309
664,IRIS 313-11293,Basmati/sadri,146.0,INDIA,Susceptible,False,0.582767494354,0.576229017098
665,IRIS 313-10864,Basmati/sadri,113.0,INDIA,Susceptible,False,-0.786010250392,-0.776173037959
666,IRIS 313-10868,Basmati/sadri,156.0,INDIA,Highly susceptible,False,0.997548629126,0.986047821661
667,IRIS 313-11297,Basmati/sadri,127.0,INDIA,Susceptible,False,-0.205316661712,-0.202426711571
668,IRIS 313-11258,Basmati/sadri,137.0,INDIA,Susceptible,False,0.20946447306,0.207392092992
669,IRIS 313-11259,Basmati/sadri,136.0,INDIA,Susceptible,False,0.167986359583,0.166410212535
670,IRIS 313-8712,Basmati/sadri,136.0,INDIA,Susceptible,False,0.167986359583,0.166410212535
671,IRIS 313-11268,Basmati/sadri,144.0,INDIA,Susceptible,False,0.4998112674,0.494265256185
672,IRIS 313-11289,Basmati/sadri,139.0,INDIA,Susceptible,False,0.292420700014,0.289355853904
673,IRIS 313-10933,Basmati/sadri,137.0,INDIA,Susceptible,False,0.20946447306,0.207392092992
674,IRIS 313-10851,Basmati/sadri,160.0,INDIA,Susceptible,False,1.16346108303,1.14997534349
675,IRIS 313-11350,Basmati/sadri,136.0,INDIA,Susceptible,False,0.167986359583,0.166410212535
676,IRIS 313-11352,Basmati/sadri,138.0,INDIA,Susceptible,False,0.250942586537,0.248373973448
677,IRIS 313-11824,Basmati/sadri,144.0,INDIA,Susceptible,False,0.4998112674,0.494265256185
678,IRIS 313-8326,Basmati/sadri,131.0,INDIA,Moderately resistant,False,-0.0394042078033,-0.038499189746
679,IRIS 313-11362,Basmati/sadri,136.0,INDIA,Susceptible,False,0.167986359583,0.166410212535
680,IRIS 313-9083,Basmati/sadri,135.0,INDIA,Susceptible,False,0.126508246105,0.125428332079
681,IRIS 313-10521,Basmati/sadri,135.0,INDIA,,False,0.126508246105,0.125428332079
682,IRIS 313-11373,Basmati/sadri,120.0,INDIA,Susceptible,False,-0.495663456052,-0.489299874765
683,IRIS 313-11825,Basmati/sadri,141.0,INDIA,Susceptible,False,0.375376926968,0.371319614817
684,IRIS 313-11356,Basmati/sadri,126.0,INDIA,Susceptible,False,-0.246794775189,-0.243408592027
685,IRIS 313-8921,Indica,126.0,INDIA,,False,-0.246794775189,-0.243408592027
686,IRIS 313-8401,Indica,139.0,INDIA,Susceptible,False,0.292420700014,0.289355853904
687,IRIS 313-9347,Indica,141.0,INDIA,Susceptible,False,0.375376926968,0.371319614817
688,IRIS 313-8704,Indica,150.0,INDIA,,False,0.748679948263,0.740156538923
689,IRIS 313-10150,Indica,116.0,INDIA,Susceptible,False,-0.661575909961,-0.65322739659
690,IRIS 313-10348,Indica,121.0,INDIA,,False,-0.454185342575,-0.448317994309
691,IRIS 313-10417,Indica,117.0,INDIA,,False,-0.620097796484,-0.612245516134
692,IRIS 313-11595,Indica,124.0,INDIA,,False,-0.329751002144,-0.32537235294
693,IRIS 313-8559,Indica,111.0,INDIA,Susceptible,False,-0.868966477347,-0.858136798871
694,IRIS 313-8731,Indica,114.0,INDIA,Susceptible,False,-0.744532136915,-0.735191157503
695,IRIS 313-8614,Indica,148.0,INDIA,Susceptible,False,0.665723721309,0.65819277801
696,IRIS 313-8796,Indica,116.0,INDIA,Susceptible,False,-0.661575909961,-0.65322739659
697,IRIS 313-8382,Indica,124.0,INDIA,Susceptible,False,-0.329751002144,-0.32537235294
698,IRIS 313-8844,Indica,134.0,INDIA,Susceptible,False,0.0850301326282,0.0844464516228
699,IRIS 313-8458,Indica,127.0,INDIA,Susceptible,False,-0.205316661712,-0.202426711571
700,IRIS 313-8647,Indica,116.0,INDIA,Susceptible,False,-0.661575909961,-0.65322739659
701,IRIS 313-8754,Indica,123.0,INDIA,,False,-0.371229115621,-0.366354233396
702,IRIS 313-8657,Indica,202.0,INDIA,,False,2.90554184908,2.87121432265
703,IRIS 313-9259,Indica,136.0,INDIA,Susceptible,False,0.167986359583,0.166410212535
704,IRIS 313-8900,Indica,139.0,INDIA,Susceptible,False,0.292420700014,0.289355853904
705,IRIS 313-8603,Indica,127.0,INDIA,Susceptible,False,-0.205316661712,-0.202426711571
706,IRIS 313-8435,Indica,102.0,INDIA,,True,-1.24226949864,-1.22697372298
707,IRIS 313-8450,Indica,146.0,INDIA,,False,0.582767494354,0.576229017098
708,IRIS 313-8757,Indica,143.0,INDIA,Susceptible,False,0.458333153923,0.453283375729
709,IRIS 313-8631,Indica,114.0,INDIA,,False,-0.744532136915,-0.735191157503
710,IRIS 313-8622,Indica,146.0,INDIA,,False,0.582767494354,0.576229017098
711,IRIS 313-8414,Indica,126.0,INDIA,Susceptible,False,-0.246794775189,-0.243408592027
712,IRIS 313-9360,Indica,141.0,INDIA,Susceptible,False,0.375376926968,0.371319614817
713,IRIS 313-9201,Indica,171.0,INDIA,Susceptible,False,1.61972033128,1.6007760285
714,IRIS 313-11445,Indica,108.0,INDIA,,False,-0.993400817778,-0.98108244024
715,IRIS 313-8946,Indica,120.0,INDIA,Susceptible,False,-0.495663456052,-0.489299874765
716,IRIS 313-10148,Indica,104.0,INDIA,Susceptible,True,-1.15931327169,-1.14500996207
717,IRIS 313-9619,Indica,162.0,INDIA,Susceptible,False,1.24641730999,1.2319391044
718,IRIS 313-9484,Indica,147.0,INDIA,,False,0.624245607831,0.617210897554
719,IRIS 313-9287,Indica,130.0,INDIA,Resistant,False,-0.0808823212805,-0.0794810702023
720,IRIS 313-9258,Indica,156.0,INDIA,,False,0.997548629126,0.986047821661
721,IRIS 313-8727,Indica,131.0,INDIA,Susceptible,False,-0.0394042078033,-0.038499189746
722,IRIS 313-8315,Indica,132.0,INDIA,Susceptible,False,0.00207390567386,0.00248269071023
723,IRIS 313-11442,Indica,142.0,INDIA,Susceptible,False,0.416855040446,0.412301495273
724,IRIS 313-9522,Indica,114.0,INDIA,,False,-0.744532136915,-0.735191157503
725,IRIS 313-9433,Indica,150.0,INDIA,Susceptible,False,0.748679948263,0.740156538923
726,IRIS 313-8621,Indica,130.0,INDIA,Susceptible,False,-0.0808823212805,-0.0794810702023
727,IRIS 313-11641,Indica,122.0,INDIA,Resistant,False,-0.412707229098,-0.407336113852
728,IRIS 313-9611,Indica,116.0,INDIA,,False,-0.661575909961,-0.65322739659
729,IRIS 313-8957,Indica,161.0,INDIA,,False,1.20493919651,1.19095722394
730,IRIS 313-8306,Indica,159.0,INDIA,,False,1.12198296956,1.10899346303
731,IRIS 313-10349,Indica,114.0,INDIA,,False,-0.744532136915,-0.735191157503
732,IRIS 313-11446,Indica,114.0,INDIA,,False,-0.744532136915,-0.735191157503
733,IRIS 313-9348,Indica,132.0,INDIA,Susceptible,False,0.00207390567386,0.00248269071023
734,IRIS 313-11452,Indica,102.0,INDIA,,True,-1.24226949864,-1.22697372298
735,IRIS 313-9557,Indica,135.0,INDIA,,False,0.126508246105,0.125428332079
736,IRIS 313-8994,Indica,142.0,INDIA,Susceptible,False,0.416855040446,0.412301495273
737,IRIS 313-9400,Indica,126.0,INDIA,Resistant,False,-0.246794775189,-0.243408592027
738,IRIS 313-11506,Indica,149.0,INDIA,Susceptible,False,0.707201834786,0.699174658467
739,IRIS 313-9634,Indica,132.0,INDIA,Susceptible,False,0.00207390567386,0.00248269071023
740,IRIS 313-8920,Indica,154.0,INDIA,Susceptible,False,0.914592402172,0.904084060748
741,IRIS 313-11599,Indica,112.0,INDIA,Susceptible,False,-0.82748836387,-0.817154918415
742,IRIS 313-11492,Indica,131.0,INDIA,Susceptible,False,-0.0394042078033,-0.038499189746
743,IRIS 313-11448,Indica,134.0,INDIA,Susceptible,False,0.0850301326282,0.0844464516228
744,IRIS 313-9609,Indica,112.0,INDIA,Susceptible,False,-0.82748836387,-0.817154918415
745,IRIS 313-9313,Indica,106.0,INDIA,Susceptible,True,-1.07635704473,-1.06304620115
746,IRIS 313-9424,Indica,106.0,INDIA,Susceptible,True,-1.07635704473,-1.06304620115
747,IRIS 313-10404,Indica,99.0,INDIA,,True,-1.36670383907,-1.34991936435
748,IRIS 313-9492,Indica,124.0,INDIA,Susceptible,False,-0.329751002144,-0.32537235294
749,IRIS 313-11639,Indica,102.0,INDIA,Resistant,True,-1.24226949864,-1.22697372298
750,IRIS 313-11505,Indica,140.0,INDIA,Susceptible,False,0.333898813491,0.33033773436
751,IRIS 313-11479,Indica,108.0,INDIA,,False,-0.993400817778,-0.98108244024
752,IRIS 313-9560,Indica,136.0,INDIA,Susceptible,False,0.167986359583,0.166410212535
753,IRIS 313-11462,Indica,114.0,INDIA,,False,-0.744532136915,-0.735191157503
754,IRIS 313-9604,Indica,107.0,INDIA,Susceptible,True,-1.03487893126,-1.0220643207
755,IRIS 313-11636,Indica,114.0,INDIA,,False,-0.744532136915,-0.735191157503
756,IRIS 313-8924,Indica,132.0,INDIA,Susceptible,False,0.00207390567386,0.00248269071023
757,IRIS 313-11621,Indica,149.0,INDIA,Resistant,False,0.707201834786,0.699174658467
758,IRIS 313-8982,Indica,113.0,INDIA,Susceptible,False,-0.786010250392,-0.776173037959
759,IRIS 313-9547,Indica,146.0,INDIA,,False,0.582767494354,0.576229017098
760,IRIS 313-11447,Indica,143.0,INDIA,Susceptible,False,0.458333153923,0.453283375729
761,IRIS 313-9427,Indica,122.0,INDIA,Susceptible,False,-0.412707229098,-0.407336113852
762,IRIS 313-9403,Indica,135.0,INDIA,Resistant,False,0.126508246105,0.125428332079
763,IRIS 313-11620,Indica,110.0,INDIA,Susceptible,False,-0.910444590824,-0.899118679328
764,IRIS 313-8935,Indica,128.0,INDIA,,False,-0.163838548235,-0.161444831115
765,IRIS 313-8585,Indica,132.0,INDIA,Highly susceptible,False,0.00207390567386,0.00248269071023
766,IRIS 313-8967,Indica,132.0,INDIA,Susceptible,False,0.00207390567386,0.00248269071023
767,IRIS 313-9566,Indica,118.0,INDIA,Susceptible,False,-0.578619683007,-0.571263635677
768,IRIS 313-11598,Indica,110.0,INDIA,Susceptible,False,-0.910444590824,-0.899118679328
769,IRIS 313-11640,Indica,130.0,INDIA,Susceptible,False,-0.0808823212805,-0.0794810702023
770,IRIS 313-11490,Indica,152.0,INDIA,Susceptible,False,0.831636175217,0.822120299836
771,IRIS 313-11712,Indica,118.0,INDIA,,False,-0.578619683007,-0.571263635677
772,IRIS 313-11596,Indica,116.0,INDIA,Susceptible,False,-0.661575909961,-0.65322739659
773,IRIS 313-11638,Indica,116.0,INDIA,Susceptible,False,-0.661575909961,-0.65322739659
774,IRIS 313-11477,Indica,108.0,INDIA,,False,-0.993400817778,-0.98108244024
775,IRIS 313-9605,Indica,114.0,INDIA,Susceptible,False,-0.744532136915,-0.735191157503
776,IRIS 313-8332,Indica,134.0,INDIA,Susceptible,False,0.0850301326282,0.0844464516228
777,IRIS 313-11443,Indica,122.0,INDIA,,False,-0.412707229098,-0.407336113852
778,IRIS 313-8986,Indica,112.0,INDIA,Susceptible,False,-0.82748836387,-0.817154918415
779,IRIS 313-8386,Indica,132.0,INDIA,Susceptible,False,0.00207390567386,0.00248269071023
780,IRIS 313-8988,Indica,127.0,INDIA,,False,-0.205316661712,-0.202426711571
781,IRIS 313-8530,Indica,151.0,INDIA,,False,0.79015806174,0.781138419379
782,IRIS 313-11647,Indica,126.0,INDIA,Susceptible,False,-0.246794775189,-0.243408592027
783,IRIS 313-9384,Indica,114.0,INDIA,,False,-0.744532136915,-0.735191157503
784,IRIS 313-8568,Indica,114.0,INDIA,,False,-0.744532136915,-0.735191157503
785,IRIS 313-11489,Indica,125.0,INDIA,Susceptible,False,-0.288272888666,-0.284390472484
786,IRIS 313-11604,Indica,114.0,INDIA,Susceptible,False,-0.744532136915,-0.735191157503
787,IRIS 313-11607,Indica,157.0,INDIA,,False,1.0390267426,1.02702970212
788,IRIS 313-8453,Indica,124.0,INDIA,Susceptible,False,-0.329751002144,-0.32537235294
789,IRIS 313-11460,Indica,116.0,INDIA,,False,-0.661575909961,-0.65322739659
790,IRIS 313-9023,Indica,125.0,INDIA,,False,-0.288272888666,-0.284390472484
791,IRIS 313-8305,Indica,114.0,INDIA,,False,-0.744532136915,-0.735191157503
792,IRIS 313-11642,Indica,130.0,INDIA,Susceptible,False,-0.0808823212805,-0.0794810702023
793,IRIS 313-11648,Indica,128.0,INDIA,Resistant,False,-0.163838548235,-0.161444831115
794,IRIS 313-11644,Indica,128.0,INDIA,Susceptible,False,-0.163838548235,-0.161444831115
795,IRIS 313-11737,Indica,127.0,INDIA,Susceptible,False,-0.205316661712,-0.202426711571
796,IRIS 313-11645,Indica,130.0,INDIA,Susceptible,False,-0.0808823212805,-0.0794810702023
797,IRIS 313-11643,Indica,149.0,INDIA,Moderately resistant,False,0.707201834786,0.699174658467
798,IRIS 313-11646,Indica,128.0,INDIA,Susceptible,False,-0.163838548235,-0.161444831115
799,IRIS 313-11821,Indica,153.0,INDIA,Susceptible,False,0.873114288694,0.863102180292
800,IRIS 313-11152,Indica,112.0,INDIA,,False,-0.82748836387,-0.817154918415
801,IRIS 313-11252,Indica,184.0,INDIA,Susceptible,False,2.15893580649,2.13354047444
802,IRIS 313-10527,Indica,113.0,INDIA,Susceptible,False,-0.786010250392,-0.776173037959
803,IRIS 313-12052,Indica,159.0,INDIA,,False,1.12198296956,1.10899346303
804,IRIS 313-11403,Indica,142.0,INDIA,,False,0.416855040446,0.412301495273
805,IRIS 313-11292,Indica,126.0,INDIA,Susceptible,False,-0.246794775189,-0.243408592027
806,IRIS 313-10855,Indica,156.0,INDIA,Susceptible,False,0.997548629126,0.986047821661
807,IRIS 313-10856,Indica,160.0,INDIA,Susceptible,False,1.16346108303,1.14997534349
808,IRIS 313-10671,Indica,113.0,INDIA,,False,-0.786010250392,-0.776173037959
809,IRIS 313-10857,Indica,116.0,INDIA,Susceptible,False,-0.661575909961,-0.65322739659
810,IRIS 313-10674,Indica,128.0,INDIA,Susceptible,False,-0.163838548235,-0.161444831115
811,IRIS 313-10858,Indica,116.0,INDIA,Susceptible,False,-0.661575909961,-0.65322739659
812,IRIS 313-10675,Indica,106.0,INDIA,Susceptible,True,-1.07635704473,-1.06304620115
813,IRIS 313-10676,Indica,106.0,INDIA,Susceptible,True,-1.07635704473,-1.06304620115
814,IRIS 313-10859,Indica,111.0,INDIA,,False,-0.868966477347,-0.858136798871
815,IRIS 313-11294,Indica,147.0,INDIA,Susceptible,False,0.624245607831,0.617210897554
816,IRIS 313-10863,Indica,156.0,INDIA,Susceptible,False,0.997548629126,0.986047821661
817,IRIS 313-10880,Indica,148.0,INDIA,Susceptible,False,0.665723721309,0.65819277801
818,IRIS 313-11256,Indica,144.0,INDIA,Susceptible,False,0.4998112674,0.494265256185
819,IRIS 313-10885,Indica,153.0,INDIA,Susceptible,False,0.873114288694,0.863102180292
820,IRIS 313-10887,Indica,124.0,INDIA,Susceptible,False,-0.329751002144,-0.32537235294
821,IRIS 313-11296,Indica,139.0,INDIA,Susceptible,False,0.292420700014,0.289355853904
822,IRIS 313-10897,Indica,118.0,INDIA,Susceptible,False,-0.578619683007,-0.571263635677
823,IRIS 313-11260,Indica,122.0,INDIA,Susceptible,False,-0.412707229098,-0.407336113852
824,IRIS 313-11261,Indica,132.0,INDIA,Susceptible,False,0.00207390567386,0.00248269071023
825,IRIS 313-11262,Indica,139.0,INDIA,Susceptible,False,0.292420700014,0.289355853904
826,IRIS 313-11263,Indica,150.0,INDIA,Susceptible,False,0.748679948263,0.740156538923
827,IRIS 313-11264,Indica,138.0,INDIA,Susceptible,False,0.250942586537,0.248373973448
828,IRIS 313-11299,Indica,144.0,INDIA,Susceptible,False,0.4998112674,0.494265256185
829,IRIS 313-11266,Indica,139.0,INDIA,Susceptible,False,0.292420700014,0.289355853904
830,IRIS 313-11267,Indica,134.0,INDIA,Susceptible,False,0.0850301326282,0.0844464516228
831,IRIS 313-11300,Indica,141.0,INDIA,Susceptible,False,0.375376926968,0.371319614817
832,IRIS 313-11271,Indica,154.0,INDIA,Susceptible,False,0.914592402172,0.904084060748
833,IRIS 313-11273,Indica,139.0,INDIA,Susceptible,False,0.292420700014,0.289355853904
834,IRIS 313-11301,Indica,138.0,INDIA,Susceptible,False,0.250942586537,0.248373973448
835,IRIS 313-11302,Indica,150.0,INDIA,Susceptible,False,0.748679948263,0.740156538923
836,IRIS 313-11275,Indica,113.0,INDIA,Susceptible,False,-0.786010250392,-0.776173037959
837,IRIS 313-11276,Indica,116.0,INDIA,Susceptible,False,-0.661575909961,-0.65322739659
838,IRIS 313-11303,Indica,147.0,INDIA,Susceptible,False,0.624245607831,0.617210897554
839,IRIS 313-11304,Indica,120.0,INDIA,Susceptible,False,-0.495663456052,-0.489299874765
840,IRIS 313-11278,Indica,124.0,INDIA,Susceptible,False,-0.329751002144,-0.32537235294
841,IRIS 313-11305,Indica,132.0,INDIA,Susceptible,False,0.00207390567386,0.00248269071023
842,IRIS 313-11306,Indica,120.0,INDIA,Susceptible,False,-0.495663456052,-0.489299874765
843,IRIS 313-11307,Indica,136.0,INDIA,Susceptible,False,0.167986359583,0.166410212535
844,IRIS 313-11308,Indica,122.0,INDIA,Susceptible,False,-0.412707229098,-0.407336113852
845,IRIS 313-11279,Indica,126.0,INDIA,Susceptible,False,-0.246794775189,-0.243408592027
846,IRIS 313-11281,Indica,108.0,INDIA,Susceptible,False,-0.993400817778,-0.98108244024
847,IRIS 313-11282,Indica,142.0,INDIA,Susceptible,False,0.416855040446,0.412301495273
848,IRIS 313-11283,Indica,136.0,INDIA,Susceptible,False,0.167986359583,0.166410212535
