,DNA_UNIQUE_ID,Variety Group (Tree)1,days_to_mat,source_country,rice_blast,fast,stdardized_mat,z_score
1214,IRIS 313-11397,Tropical japonica,149.0,INDONESIA,Susceptible,False,0.707201834786,0.699174658467
1215,IRIS 313-10949,Tropical japonica,123.0,INDONESIA,Susceptible,False,-0.371229115621,-0.366354233396
1216,IRIS 313-11907,Tropical japonica,129.0,INDONESIA,Susceptible,False,-0.122360434758,-0.120462950659
1217,IRIS 313-10747,Tropical japonica,136.0,INDONESIA,Susceptible,False,0.167986359583,0.166410212535
1218,IRIS 313-12045,Tropical japonica,154.0,INDONESIA,,False,0.914592402172,0.904084060748
1219,IRIS 313-10016,Basmati/sadri,132.0,IRAN,,False,0.00207390567386,0.00248269071023
1220,IRIS 313-8747,Basmati/sadri,126.0,IRAN,Susceptible,False,-0.246794775189,-0.243408592027
1221,IRIS 313-8256,Tropical japonica,102.0,IRAN,Susceptible,True,-1.24226949864,-1.22697372298
1222,IRIS 313-9937,Aus/boro,106.0,ITALY,,True,-1.07635704473,-1.06304620115
1223,IRIS 313-10111,Temperate japonica,80.0,ITALY,,True,-2.15478799514,-2.12857509302
1224,IRIS 313-10014,Temperate japonica,110.0,ITALY,,False,-0.910444590824,-0.899118679328
1225,IRIS 313-10119,Temperate japonica,98.0,ITALY,,True,-1.40818195255,-1.3909012448
1226,IRIS 313-9770,Temperate japonica,105.0,ITALY,Susceptible,True,-1.11783515821,-1.10402808161
1227,IRIS 313-11524,Indica,130.0,IVORY COAST,,False,-0.0808823212805,-0.0794810702023
1228,IRIS 313-9989,Indica,167.0,IVORY COAST,,False,1.45380787737,1.43684850668
1229,IRIS 313-11527,Indica,126.0,IVORY COAST,,False,-0.246794775189,-0.243408592027
1230,IRIS 313-11435,Indica,118.0,IVORY COAST,,False,-0.578619683007,-0.571263635677
1231,IRIS 313-11528,Indica,168.0,IVORY COAST,,False,1.49528599085,1.47783038714
1232,IRIS 313-11436,Indica,122.0,IVORY COAST,,False,-0.412707229098,-0.407336113852
1233,IRIS 313-11759,Indica,132.0,IVORY COAST,Susceptible,False,0.00207390567386,0.00248269071023
1234,IRIS 313-11761,Indica,147.0,IVORY COAST,Susceptible,False,0.624245607831,0.617210897554
1235,IRIS 313-8277,Intermediate type,131.0,IVORY COAST,Susceptible,False,-0.0394042078033,-0.038499189746
1236,IRIS 313-10729,Intermediate type,117.0,IVORY COAST,,False,-0.620097796484,-0.612245516134
1237,IRIS 313-8739,Tropical japonica,138.0,IVORY COAST,Susceptible,False,0.250942586537,0.248373973448
1238,IRIS 313-11526,Tropical japonica,134.0,IVORY COAST,,False,0.0850301326282,0.0844464516228
1239,IRIS 313-8768,Tropical japonica,131.0,IVORY COAST,,False,-0.0394042078033,-0.038499189746
1240,IRIS 313-11758,Tropical japonica,159.0,IVORY COAST,Susceptible,False,1.12198296956,1.10899346303
1241,IRIS 313-11159,Tropical japonica,134.0,IVORY COAST,Susceptible,False,0.0850301326282,0.0844464516228
1242,IRIS 313-10712,Tropical japonica,121.0,IVORY COAST,,False,-0.454185342575,-0.448317994309
1243,IRIS 313-10730,Tropical japonica,117.0,IVORY COAST,,False,-0.620097796484,-0.612245516134
1244,IRIS 313-11376,Tropical japonica,128.0,IVORY COAST,Susceptible,False,-0.163838548235,-0.161444831115
1245,IRIS 313-10075,Indica,112.0,JAPAN,,False,-0.82748836387,-0.817154918415
1246,IRIS 313-10075,Indica,112.0,JAPAN,,False,-0.82748836387,-0.817154918415
1247,IRIS 313-11725,Indica,99.0,JAPAN,Susceptible,True,-1.36670383907,-1.34991936435
1248,IRIS 313-10585,Intermediate type,111.0,JAPAN,,False,-0.868966477347,-0.858136798871
1249,IRIS 313-10076,Japonica,110.0,JAPAN,,False,-0.910444590824,-0.899118679328
1250,IRIS 313-10076,Japonica,110.0,JAPAN,,False,-0.910444590824,-0.899118679328
1251,IRIS 313-10071,Japonica,114.0,JAPAN,,False,-0.744532136915,-0.735191157503
1252,IRIS 313-10071,Japonica,114.0,JAPAN,,False,-0.744532136915,-0.735191157503
1253,IRIS 313-10082,Japonica,115.0,JAPAN,,False,-0.703054023438,-0.694209277046
1254,IRIS 313-10082,Japonica,115.0,JAPAN,,False,-0.703054023438,-0.694209277046
1255,IRIS 313-10079,Japonica,115.0,JAPAN,,False,-0.703054023438,-0.694209277046
1256,IRIS 313-10079,Japonica,115.0,JAPAN,,False,-0.703054023438,-0.694209277046
1257,IRIS 313-10077,Japonica,114.0,JAPAN,,False,-0.744532136915,-0.735191157503
1258,IRIS 313-10077,Japonica,114.0,JAPAN,,False,-0.744532136915,-0.735191157503
1259,IRIS 313-10074,Japonica,104.0,JAPAN,,True,-1.15931327169,-1.14500996207
1260,IRIS 313-10074,Japonica,104.0,JAPAN,,True,-1.15931327169,-1.14500996207
1261,IRIS 313-10073,Japonica,111.0,JAPAN,,False,-0.868966477347,-0.858136798871
1262,IRIS 313-10073,Japonica,111.0,JAPAN,,False,-0.868966477347,-0.858136798871
1263,IRIS 313-10080,Japonica,108.0,JAPAN,,False,-0.993400817778,-0.98108244024
1264,IRIS 313-10080,Japonica,108.0,JAPAN,,False,-0.993400817778,-0.98108244024
1265,IRIS 313-10078,Japonica,108.0,JAPAN,,False,-0.993400817778,-0.98108244024
1266,IRIS 313-10078,Japonica,108.0,JAPAN,,False,-0.993400817778,-0.98108244024
1267,IRIS 313-9523,Japonica,99.0,JAPAN,Highly susceptible,True,-1.36670383907,-1.34991936435
1268,IRIS 313-10057,Temperate japonica,92.0,JAPAN,Susceptible,True,-1.65705063341,-1.63679252754
1269,IRIS 313-9002,Temperate japonica,99.0,JAPAN,,True,-1.36670383907,-1.34991936435
1270,IRIS 313-10056,Temperate japonica,82.0,JAPAN,Susceptible,True,-2.07183176818,-2.0466113321
1271,IRIS 313-9769,Temperate japonica,110.0,JAPAN,Moderately susceptible,False,-0.910444590824,-0.899118679328
1272,IRIS 313-9884,Temperate japonica,141.0,JAPAN,Susceptible,False,0.375376926968,0.371319614817
1273,IRIS 313-9228,Temperate japonica,102.0,JAPAN,,True,-1.24226949864,-1.22697372298
1274,IRIS 313-8755,Temperate japonica,99.0,JAPAN,Susceptible,True,-1.36670383907,-1.34991936435
1275,IRIS 313-10564,Temperate japonica,114.0,JAPAN,,False,-0.744532136915,-0.735191157503
1276,IRIS 313-9438,Temperate japonica,94.0,JAPAN,Susceptible,True,-1.57409440646,-1.55482876663
1277,IRIS 313-11246,Temperate japonica,95.0,JAPAN,Susceptible,True,-1.53261629298,-1.51384688617
1278,IRIS 313-10567,Temperate japonica,123.0,JAPAN,Moderately susceptible,False,-0.371229115621,-0.366354233396
1279,IRIS 313-10569,Temperate japonica,123.0,JAPAN,Moderately resistant,False,-0.371229115621,-0.366354233396
1280,IRIS 313-11875,Temperate japonica,108.0,JAPAN,Susceptible,False,-0.993400817778,-0.98108244024
1281,IRIS 313-10570,Temperate japonica,123.0,JAPAN,,False,-0.371229115621,-0.366354233396
1282,IRIS 313-10677,Temperate japonica,97.0,JAPAN,,True,-1.44966006603,-1.43188312526
1283,IRIS 313-10430,Temperate japonica,101.0,JAPAN,Moderately resistant,True,-1.28374761212,-1.26795560343
1284,IRIS 313-10469,Temperate japonica,105.0,JAPAN,,True,-1.11783515821,-1.10402808161
1285,IRIS 313-10437,Temperate japonica,99.0,JAPAN,,True,-1.36670383907,-1.34991936435
1286,IRIS 313-10568,Temperate japonica,123.0,JAPAN,Resistant,False,-0.371229115621,-0.366354233396
1287,IRIS 313-10642,Temperate japonica,111.0,JAPAN,,False,-0.868966477347,-0.858136798871
1288,IRIS 313-9789,Tropical japonica,115.0,JAPAN,,False,-0.703054023438,-0.694209277046
1289,IRIS 313-9081,Tropical japonica,117.0,JAPAN,Susceptible,False,-0.620097796484,-0.612245516134
1290,IRIS 313-9800,Tropical japonica,123.0,JAPAN,,False,-0.371229115621,-0.366354233396
1291,IRIS 313-8400,Tropical japonica,104.0,JAPAN,Highly susceptible,True,-1.15931327169,-1.14500996207
1292,IRIS 313-11812,Indica,145.0,KENYA,Susceptible,False,0.541289380877,0.535247136642
1293,IRIS 313-11814,Indica,166.0,KENYA,Susceptible,False,1.4123297639,1.39586662622
1294,IRIS 313-11809,Indica,115.0,KENYA,Susceptible,False,-0.703054023438,-0.694209277046
1295,IRIS 313-11811,Indica,153.0,KENYA,Susceptible,False,0.873114288694,0.863102180292
1296,IRIS 313-11815,Indica,148.0,KENYA,Susceptible,False,0.665723721309,0.65819277801
1297,IRIS 313-11932,Indica,141.0,KENYA,,False,0.375376926968,0.371319614817
1298,IRIS 313-11813,Indica,138.0,KENYA,Susceptible,False,0.250942586537,0.248373973448
1299,IRIS 313-11810,Tropical japonica,154.0,KENYA,Susceptible,False,0.914592402172,0.904084060748
1300,IRIS 313-10336,Indica,122.0,LAOS,,False,-0.412707229098,-0.407336113852
1301,IRIS 313-8638,Indica,134.0,LAOS,,False,0.0850301326282,0.0844464516228
1302,IRIS 313-9198,Indica,107.0,LAOS,,True,-1.03487893126,-1.0220643207
1303,IRIS 313-12185,Indica,151.0,LAOS,,False,0.79015806174,0.781138419379
1304,IRIS 313-12186,Indica,128.0,LAOS,,False,-0.163838548235,-0.161444831115
1305,IRIS 313-12121,Indica,153.0,LAOS,,False,0.873114288694,0.863102180292
1306,IRIS 313-12187,Indica,146.0,LAOS,,False,0.582767494354,0.576229017098
1307,IRIS 313-12028,Indica,121.0,LAOS,,False,-0.454185342575,-0.448317994309
1308,IRIS 313-12329,Indica,94.0,LAOS,,True,-1.57409440646,-1.55482876663
1309,IRIS 313-12188,Indica,146.0,LAOS,,False,0.582767494354,0.576229017098
1310,IRIS 313-11071,Indica,115.0,LAOS,,False,-0.703054023438,-0.694209277046
1311,IRIS 313-12190,Indica,142.0,LAOS,,False,0.416855040446,0.412301495273
1312,IRIS 313-12220,Indica,136.0,LAOS,,False,0.167986359583,0.166410212535
1313,IRIS 313-11992,Indica,121.0,LAOS,,False,-0.454185342575,-0.448317994309
1314,IRIS 313-11072,Indica,180.0,LAOS,Susceptible,False,1.99302335258,1.96961295261
1315,IRIS 313-10652,Indica,117.0,LAOS,,False,-0.620097796484,-0.612245516134
1316,IRIS 313-11991,Indica,116.0,LAOS,,False,-0.661575909961,-0.65322739659
1317,IRIS 313-12334,Indica,119.0,LAOS,,False,-0.537141569529,-0.530281755221
1318,IRIS 313-12193,Indica,149.0,LAOS,,False,0.707201834786,0.699174658467
1319,IRIS 313-11082,Indica,149.0,LAOS,Susceptible,False,0.707201834786,0.699174658467
1320,IRIS 313-10655,Indica,104.0,LAOS,,True,-1.15931327169,-1.14500996207
1321,IRIS 313-12260,Indica,174.0,LAOS,,False,1.74415467172,1.72372166987
1322,IRIS 313-12221,Indica,138.0,LAOS,,False,0.250942586537,0.248373973448
1323,IRIS 313-12259,Indica,165.0,LAOS,,False,1.37085165042,1.35488474577
1324,IRIS 313-12194,Indica,172.0,LAOS,,False,1.66119844476,1.64175790896
1325,IRIS 313-11083,Indica,149.0,LAOS,Resistant,False,0.707201834786,0.699174658467
1326,IRIS 313-12261,Indica,140.0,LAOS,,False,0.333898813491,0.33033773436
1327,IRIS 313-12128,Indica,157.0,LAOS,,False,1.0390267426,1.02702970212
1328,IRIS 313-12127,Indica,153.0,LAOS,,False,0.873114288694,0.863102180292
1329,IRIS 313-10654,Indica,106.0,LAOS,,True,-1.07635704473,-1.06304620115
1330,IRIS 313-11090,Indica,142.0,LAOS,Susceptible,False,0.416855040446,0.412301495273
1331,IRIS 313-10681,Indica,147.0,LAOS,Susceptible,False,0.624245607831,0.617210897554
1332,IRIS 313-11085,Indica,99.0,LAOS,,True,-1.36670383907,-1.34991936435
1333,IRIS 313-11091,Indica,108.0,LAOS,Susceptible,False,-0.993400817778,-0.98108244024
1334,IRIS 313-12130,Indica,153.0,LAOS,,False,0.873114288694,0.863102180292
1335,IRIS 313-10921,Indica,114.0,LAOS,Susceptible,False,-0.744532136915,-0.735191157503
1336,IRIS 313-11086,Indica,121.0,LAOS,Susceptible,False,-0.454185342575,-0.448317994309
1337,IRIS 313-12263,Indica,158.0,LAOS,,False,1.08050485608,1.06801158257
1338,IRIS 313-11076,Indica,135.0,LAOS,Susceptible,False,0.126508246105,0.125428332079
1339,IRIS 313-12222,Indica,120.0,LAOS,,False,-0.495663456052,-0.489299874765
1340,IRIS 313-12301,Indica,155.0,LAOS,,False,0.956070515649,0.945065941204
1341,IRIS 313-12302,Indica,155.0,LAOS,,False,0.956070515649,0.945065941204
1342,IRIS 313-12303,Indica,158.0,LAOS,,False,1.08050485608,1.06801158257
1343,IRIS 313-12131,Indica,134.0,LAOS,,False,0.0850301326282,0.0844464516228
1344,IRIS 313-10659,Indica,134.0,LAOS,,False,0.0850301326282,0.0844464516228
1345,IRIS 313-12297,Indica,123.0,LAOS,,False,-0.371229115621,-0.366354233396
1346,IRIS 313-12049,Indica,163.0,LAOS,,False,1.28789542347,1.27292098485
1347,IRIS 313-10680,Indica,136.0,LAOS,Susceptible,False,0.167986359583,0.166410212535
1348,IRIS 313-12354,Indica,142.0,LAOS,,False,0.416855040446,0.412301495273
1349,IRIS 313-12355,Indica,130.0,LAOS,,False,-0.0808823212805,-0.0794810702023
1350,IRIS 313-12300,Indica,121.0,LAOS,,False,-0.454185342575,-0.448317994309
1351,IRIS 313-12300,Indica,121.0,LAOS,,False,-0.454185342575,-0.448317994309
1352,IRIS 313-10683,Indica,142.0,LAOS,Moderately resistant,False,0.416855040446,0.412301495273
1353,IRIS 313-11078,Indica,121.0,LAOS,Susceptible,False,-0.454185342575,-0.448317994309
1354,IRIS 313-12224,Indica,131.0,LAOS,,False,-0.0394042078033,-0.038499189746
1355,IRIS 313-12305,Indica,158.0,LAOS,,False,1.08050485608,1.06801158257
1356,IRIS 313-10682,Indica,142.0,LAOS,Susceptible,False,0.416855040446,0.412301495273
1357,IRIS 313-12225,Indica,159.0,LAOS,,False,1.12198296956,1.10899346303
1358,IRIS 313-11080,Indica,114.0,LAOS,Susceptible,False,-0.744532136915,-0.735191157503
1359,IRIS 313-11079,Indica,142.0,LAOS,Susceptible,False,0.416855040446,0.412301495273
1360,IRIS 313-10651,Indica,142.0,LAOS,,False,0.416855040446,0.412301495273
1361,IRIS 313-12207,Indica,142.0,LAOS,,False,0.416855040446,0.412301495273
1362,IRIS 313-12308,Indica,163.0,LAOS,,False,1.28789542347,1.27292098485
1363,IRIS 313-12309,Indica,149.0,LAOS,,False,0.707201834786,0.699174658467
1364,IRIS 313-12229,Indica,138.0,LAOS,,False,0.250942586537,0.248373973448
1365,IRIS 313-12133,Indica,160.0,LAOS,,False,1.16346108303,1.14997534349
1366,IRIS 313-11081,Indica,149.0,LAOS,Susceptible,False,0.707201834786,0.699174658467
1367,IRIS 313-12231,Indica,138.0,LAOS,,False,0.250942586537,0.248373973448
1368,IRIS 313-11074,Indica,142.0,LAOS,Susceptible,False,0.416855040446,0.412301495273
1369,IRIS 313-11092,Intermediate type,108.0,LAOS,Susceptible,False,-0.993400817778,-0.98108244024
1370,IRIS 313-11095,Intermediate type,135.0,LAOS,Susceptible,False,0.126508246105,0.125428332079
1371,IRIS 313-12252,Tropical japonica,138.0,LAOS,,False,0.250942586537,0.248373973448
1372,IRIS 313-12254,Tropical japonica,120.0,LAOS,,False,-0.495663456052,-0.489299874765
1373,IRIS 313-12323,Tropical japonica,116.0,LAOS,,False,-0.661575909961,-0.65322739659
1374,IRIS 313-12324,Tropical japonica,116.0,LAOS,,False,-0.661575909961,-0.65322739659
1375,IRIS 313-12029,Tropical japonica,109.0,LAOS,,False,-0.951922704301,-0.940100559784
1376,IRIS 313-12330,Tropical japonica,123.0,LAOS,,False,-0.371229115621,-0.366354233396
1377,IRIS 313-12332,Tropical japonica,109.0,LAOS,,False,-0.951922704301,-0.940100559784
1378,IRIS 313-12257,Tropical japonica,115.0,LAOS,,False,-0.703054023438,-0.694209277046
1379,IRIS 313-12336,Tropical japonica,123.0,LAOS,,False,-0.371229115621,-0.366354233396
1380,IRIS 313-12337,Tropical japonica,116.0,LAOS,,False,-0.661575909961,-0.65322739659
1381,IRIS 313-12258,Tropical japonica,119.0,LAOS,,False,-0.537141569529,-0.530281755221
1382,IRIS 313-12258,Tropical japonica,119.0,LAOS,,False,-0.537141569529,-0.530281755221
1383,IRIS 313-12342,Tropical japonica,114.0,LAOS,,False,-0.744532136915,-0.735191157503
1384,IRIS 313-12076,Tropical japonica,129.0,LAOS,,False,-0.122360434758,-0.120462950659
1385,IRIS 313-10679,Tropical japonica,99.0,LAOS,Susceptible,True,-1.36670383907,-1.34991936435
1386,IRIS 313-11073,Tropical japonica,126.0,LAOS,Susceptible,False,-0.246794775189,-0.243408592027
1387,IRIS 313-12242,Tropical japonica,117.0,LAOS,,False,-0.620097796484,-0.612245516134
1388,IRIS 313-11075,Tropical japonica,124.0,LAOS,Susceptible,False,-0.329751002144,-0.32537235294
1389,IRIS 313-11093,Tropical japonica,121.0,LAOS,Susceptible,False,-0.454185342575,-0.448317994309
1390,IRIS 313-12344,Tropical japonica,119.0,LAOS,,False,-0.537141569529,-0.530281755221
1391,IRIS 313-12344,Tropical japonica,119.0,LAOS,,False,-0.537141569529,-0.530281755221
1392,IRIS 313-12265,Tropical japonica,116.0,LAOS,,False,-0.661575909961,-0.65322739659
1393,IRIS 313-12346,Tropical japonica,123.0,LAOS,,False,-0.371229115621,-0.366354233396
1394,IRIS 313-12347,Tropical japonica,116.0,LAOS,,False,-0.661575909961,-0.65322739659
1395,IRIS 313-11077,Tropical japonica,114.0,LAOS,Susceptible,False,-0.744532136915,-0.735191157503
1396,IRIS 313-10660,Tropical japonica,104.0,LAOS,,True,-1.15931327169,-1.14500996207
1397,IRIS 313-12200,Tropical japonica,137.0,LAOS,,False,0.20946447306,0.207392092992
1398,IRIS 313-12321,Tropical japonica,114.0,LAOS,,False,-0.744532136915,-0.735191157503
1399,IRIS 313-12348,Tropical japonica,121.0,LAOS,,False,-0.454185342575,-0.448317994309
1400,IRIS 313-11094,Tropical japonica,114.0,LAOS,Susceptible,False,-0.744532136915,-0.735191157503
1401,IRIS 313-12349,Tropical japonica,121.0,LAOS,,False,-0.454185342575,-0.448317994309
1402,IRIS 313-12350,Tropical japonica,119.0,LAOS,,False,-0.537141569529,-0.530281755221
1403,IRIS 313-10653,Tropical japonica,104.0,LAOS,,True,-1.15931327169,-1.14500996207
1404,IRIS 313-12352,Tropical japonica,119.0,LAOS,,False,-0.537141569529,-0.530281755221
1405,IRIS 313-12353,Tropical japonica,116.0,LAOS,,False,-0.661575909961,-0.65322739659
1406,IRIS 313-12129,Tropical japonica,122.0,LAOS,,False,-0.412707229098,-0.407336113852
1407,IRIS 313-12299,Tropical japonica,126.0,LAOS,,False,-0.246794775189,-0.243408592027
1408,IRIS 313-12071,Tropical japonica,105.0,LAOS,,True,-1.11783515821,-1.10402808161
1409,IRIS 313-10656,Tropical japonica,126.0,LAOS,,False,-0.246794775189,-0.243408592027
1410,IRIS 313-12262,Tropical japonica,112.0,LAOS,,False,-0.82748836387,-0.817154918415
1411,IRIS 313-12340,Tropical japonica,112.0,LAOS,,False,-0.82748836387,-0.817154918415
1412,IRIS 313-12341,Tropical japonica,119.0,LAOS,,False,-0.537141569529,-0.530281755221
1413,IRIS 313-12226,Tropical japonica,113.0,LAOS,,False,-0.786010250392,-0.776173037959
1414,IRIS 313-12307,Tropical japonica,123.0,LAOS,,False,-0.371229115621,-0.366354233396
1415,IRIS 313-10922,Tropical japonica,137.0,LAOS,,False,0.20946447306,0.207392092992
1416,IRIS 313-12227,Tropical japonica,113.0,LAOS,,False,-0.786010250392,-0.776173037959
1417,IRIS 313-12228,Tropical japonica,122.0,LAOS,,False,-0.412707229098,-0.407336113852
1418,IRIS 313-12312,Tropical japonica,119.0,LAOS,,False,-0.537141569529,-0.530281755221
1419,IRIS 313-12311,Tropical japonica,116.0,LAOS,,False,-0.661575909961,-0.65322739659
1420,IRIS 313-12345,Tropical japonica,128.0,LAOS,,False,-0.163838548235,-0.161444831115
1421,IRIS 313-12322,Tropical japonica,121.0,LAOS,,False,-0.454185342575,-0.448317994309
1422,IRIS 313-12063,Tropical japonica,105.0,LAOS,,True,-1.11783515821,-1.10402808161
1423,IRIS 313-12077,Tropical japonica,127.0,LAOS,,False,-0.205316661712,-0.202426711571
1424,IRIS 313-12134,Tropical japonica,134.0,LAOS,,False,0.0850301326282,0.0844464516228
1425,IRIS 313-12313,Tropical japonica,119.0,LAOS,,False,-0.537141569529,-0.530281755221
1426,IRIS 313-12351,Tropical japonica,121.0,LAOS,,False,-0.454185342575,-0.448317994309
1427,IRIS 313-10657,Tropical japonica,104.0,LAOS,Susceptible,True,-1.15931327169,-1.14500996207
1428,IRIS 313-11765,Aus/boro,155.0,LIBERIA,Susceptible,False,0.956070515649,0.945065941204
1429,IRIS 313-11764,Basmati/sadri,157.0,LIBERIA,Susceptible,False,1.0390267426,1.02702970212
1430,IRIS 313-11108,Indica,121.0,LIBERIA,Susceptible,False,-0.454185342575,-0.448317994309
1431,IRIS 313-11160,Indica,128.0,LIBERIA,Susceptible,False,-0.163838548235,-0.161444831115
1432,IRIS 313-11974,Indica,185.0,LIBERIA,,False,2.20041391996,2.17452235489
1433,IRIS 313-11101,Indica,150.0,LIBERIA,Susceptible,False,0.748679948263,0.740156538923
1434,IRIS 313-11660,Temperate japonica,128.0,LIBERIA,Susceptible,False,-0.163838548235,-0.161444831115
1435,IRIS 313-9297,Tropical japonica,107.0,LIBERIA,Susceptible,True,-1.03487893126,-1.0220643207
1436,IRIS 313-10711,Tropical japonica,125.0,LIBERIA,,False,-0.288272888666,-0.284390472484
1437,IRIS 313-11755,Tropical japonica,132.0,LIBERIA,Susceptible,False,0.00207390567386,0.00248269071023
1438,IRIS 313-11109,Tropical japonica,107.0,LIBERIA,Susceptible,True,-1.03487893126,-1.0220643207
1439,IRIS 313-11103,Tropical japonica,115.0,LIBERIA,Susceptible,False,-0.703054023438,-0.694209277046
1440,IRIS 313-11104,Tropical japonica,115.0,LIBERIA,Susceptible,False,-0.703054023438,-0.694209277046
1441,IRIS 313-11105,Tropical japonica,115.0,LIBERIA,Susceptible,False,-0.703054023438,-0.694209277046
1442,IRIS 313-11106,Tropical japonica,107.0,LIBERIA,Susceptible,True,-1.03487893126,-1.0220643207
1443,IRIS 313-11121,Tropical japonica,111.0,LIBERIA,Susceptible,False,-0.868966477347,-0.858136798871
1444,IRIS 313-11161,Tropical japonica,122.0,LIBERIA,Susceptible,False,-0.412707229098,-0.407336113852
1445,IRIS 313-11107,Tropical japonica,107.0,LIBERIA,Susceptible,True,-1.03487893126,-1.0220643207
1446,IRIS 313-11100,Tropical japonica,115.0,LIBERIA,Susceptible,False,-0.703054023438,-0.694209277046
1447,IRIS 313-11102,Tropical japonica,115.0,LIBERIA,Susceptible,False,-0.703054023438,-0.694209277046
1448,IRIS 313-10051,Basmati/sadri,126.0,MADAGASCAR,Susceptible,False,-0.246794775189,-0.243408592027
1449,IRIS 313-9740,Indica,135.0,MADAGASCAR,Susceptible,False,0.126508246105,0.125428332079
1450,IRIS 313-9732,Indica,122.0,MADAGASCAR,Susceptible,False,-0.412707229098,-0.407336113852
1451,IRIS 313-9388,Indica,117.0,MADAGASCAR,Susceptible,False,-0.620097796484,-0.612245516134
1452,IRIS 313-9709,Indica,146.0,MADAGASCAR,Susceptible,False,0.582767494354,0.576229017098
1453,IRIS 313-10035,Indica,156.0,MADAGASCAR,Susceptible,False,0.997548629126,0.986047821661
1454,IRIS 313-10102,Indica,128.0,MADAGASCAR,,False,-0.163838548235,-0.161444831115
1455,IRIS 313-10041,Indica,138.0,MADAGASCAR,Susceptible,False,0.250942586537,0.248373973448
1456,IRIS 313-10032,Indica,162.0,MADAGASCAR,Susceptible,False,1.24641730999,1.2319391044
1457,IRIS 313-10050,Indica,131.0,MADAGASCAR,Susceptible,False,-0.0394042078033,-0.038499189746
1458,IRIS 313-8288,Indica,103.0,MADAGASCAR,,True,-1.20079138516,-1.18599184252
1459,IRIS 313-9551,Indica,140.0,MADAGASCAR,Susceptible,False,0.333898813491,0.33033773436
1460,IRIS 313-10030,Indica,132.0,MADAGASCAR,Susceptible,False,0.00207390567386,0.00248269071023
1461,IRIS 313-10026,Indica,125.0,MADAGASCAR,Susceptible,False,-0.288272888666,-0.284390472484
1462,IRIS 313-8595,Indica,126.0,MADAGASCAR,Susceptible,False,-0.246794775189,-0.243408592027
1463,IRIS 313-11756,Indica,132.0,MADAGASCAR,Susceptible,False,0.00207390567386,0.00248269071023
1464,IRIS 313-11757,Indica,176.0,MADAGASCAR,Susceptible,False,1.82711089867,1.80568543079
1465,IRIS 313-11793,Indica,165.0,MADAGASCAR,Susceptible,False,1.37085165042,1.35488474577
1466,IRIS 313-10678,Indica,128.0,MADAGASCAR,,False,-0.163838548235,-0.161444831115
1467,IRIS 313-12280,Indica,183.0,MADAGASCAR,,False,2.11745769301,2.09255859398
1468,IRIS 313-11977,Indica,160.0,MADAGASCAR,,False,1.16346108303,1.14997534349
1469,IRIS 313-12082,Indica,136.0,MADAGASCAR,,False,0.167986359583,0.166410212535
1470,IRIS 313-11760,Indica,154.0,MADAGASCAR,Susceptible,False,0.914592402172,0.904084060748
1471,IRIS 313-11762,Indica,157.0,MADAGASCAR,Susceptible,False,1.0390267426,1.02702970212
1472,IRIS 313-12118,Indica,150.0,MADAGASCAR,,False,0.748679948263,0.740156538923
1473,IRIS 313-11772,Indica,122.0,MADAGASCAR,Susceptible,False,-0.412707229098,-0.407336113852
1474,IRIS 313-11772,Indica,122.0,MADAGASCAR,Susceptible,False,-0.412707229098,-0.407336113852
1475,IRIS 313-12083,Indica,138.0,MADAGASCAR,,False,0.250942586537,0.248373973448
1476,IRIS 313-11766,Indica,126.0,MADAGASCAR,Susceptible,False,-0.246794775189,-0.243408592027
1477,IRIS 313-12282,Indica,146.0,MADAGASCAR,,False,0.582767494354,0.576229017098
1478,IRIS 313-12282,Indica,146.0,MADAGASCAR,,False,0.582767494354,0.576229017098
1479,IRIS 313-11790,Indica,129.0,MADAGASCAR,Moderately resistant,False,-0.122360434758,-0.120462950659
1480,IRIS 313-12283,Indica,127.0,MADAGASCAR,,False,-0.205316661712,-0.202426711571
1481,IRIS 313-12284,Indica,152.0,MADAGASCAR,,False,0.831636175217,0.822120299836
1482,IRIS 313-11791,Indica,129.0,MADAGASCAR,Susceptible,False,-0.122360434758,-0.120462950659
1483,IRIS 313-11767,Indica,158.0,MADAGASCAR,Susceptible,False,1.08050485608,1.06801158257
1484,IRIS 313-11792,Indica,126.0,MADAGASCAR,Susceptible,False,-0.246794775189,-0.243408592027
1485,IRIS 313-12278,Indica,150.0,MADAGASCAR,,False,0.748679948263,0.740156538923
1486,IRIS 313-12278,Indica,150.0,MADAGASCAR,,False,0.748679948263,0.740156538923
1487,IRIS 313-12004,Intermediate type,121.0,MADAGASCAR,,False,-0.454185342575,-0.448317994309
1488,IRIS 313-11789,Japonica,161.0,MADAGASCAR,Susceptible,False,1.20493919651,1.19095722394
1489,IRIS 313-9745,Japonica,123.0,MADAGASCAR,Susceptible,False,-0.371229115621,-0.366354233396
1490,IRIS 313-9978,Temperate japonica,124.0,MADAGASCAR,Susceptible,False,-0.329751002144,-0.32537235294
1491,IRIS 313-10025,Temperate japonica,111.0,MADAGASCAR,Susceptible,False,-0.868966477347,-0.858136798871
1492,IRIS 313-10099,Tropical japonica,139.0,MADAGASCAR,,False,0.292420700014,0.289355853904
1493,IRIS 313-9742,Tropical japonica,132.0,MADAGASCAR,Susceptible,False,0.00207390567386,0.00248269071023
1494,IRIS 313-11754,Tropical japonica,134.0,MADAGASCAR,Susceptible,False,0.0850301326282,0.0844464516228
